district,city,bed_rooms,bath_rooms,carport,land_area,building_area,price
-0.657243723175148,-1.3929374634753,0.301222462204446,0.917689465751039,0.992776729574081,0.415588368820987,0.178759919246434,21.6395565692206
-0.338311073014462,-0.560473008319596,0.301222462204446,0.917689465751039,0.992776729574081,0.363281943512301,0.561045324047811,22.2025950642613
-0.694767612216399,-0.00646972534937244,1.93066675662814,0.0213000476549909,-1.43490728447583,-0.672385277599683,0.387279230956276,21.6395565692206
-0.518982483709026,-0.560473008319596,-0.513499685007399,-0.875089370441058,-1.43490728447583,-0.923456119081376,-0.985472904466851,21.4012993802039
-0.4173107964521,-1.3929374634753,2.74538890383998,0.0213000476549909,2.20661873659903,0.415588368820987,1.34299274295972,21.5561749603163
0.65196820179497,1.28914261377175,0.301222462204446,0.0213000476549909,-0.221065277450872,-0.170243594636297,0.561045324047811,22.8027073787512
0.118214042055815,-0.560473008319596,0.301222462204446,0.0213000476549909,-0.221065277450872,0.415588368820987,1.25610969641395,22.0582669039419
-1.47557727847003,-1.3929374634753,-0.513499685007399,-0.875089370441058,-0.221065277450872,-1.25821724105697,-1.32431678599534,20.2124402148471
-0.518982483709026,-0.560473008319596,0.301222462204446,0.0213000476549909,-0.221065277450872,-1.04899153982222,-0.88121324861193,21.5561749603163
0.103327402452292,1.28914261377175,-0.513499685007399,0.0213000476549909,0.992776729574081,-0.79792069834053,-1.20268052083127,21.3651197236451
3.83811522388322,1.28914261377175,1.11594460941629,0.917689465751039,-0.221065277450872,2.35092610524237,0.821694463685114,23.2882151944849
2.86033832886757,1.28914261377175,-0.513499685007399,-0.875089370441058,-0.221065277450872,0.394665798697513,-0.481551234501399,22.6547872486946
2.86033832886757,1.28914261377175,1.11594460941629,0.0213000476549909,-0.221065277450872,1.27341374388344,0.952019033503765,23.3974144864419
-0.0253448064004963,0.671275566235357,1.11594460941629,2.71046830194314,2.20661873659903,0.206362667586243,1.08234360332242,23.015800594188
-0.468912965060269,-1.3929374634753,-1.32822183221924,-1.77147878853711,-1.43490728447583,-1.1536043904396,-1.228745434795,20.435583765828
1.49767068070593,-0.560473008319596,0.301222462204446,0.0213000476549909,-0.221065277450872,-0.00286303364850122,1.25610969641395,22.4811237546712
-0.206284682541948,-1.3929374634753,-1.32822183221924,-1.77147878853711,-1.43490728447583,-1.28960109624218,-1.56758931632349,19.5192930359538
-0.0253448064004963,0.671275566235357,1.93066675662814,0.0213000476549909,-0.221065277450872,-0.735152987970106,-0.0905775250454456,21.6395565692206
-0.212190427814768,0.671275566235357,0.301222462204446,0.0213000476549909,-0.221065277450872,-0.860688408710953,-0.915966467230237,20.7232658379464
-0.27342877010491,-0.560473008319596,-1.32822183221924,-0.875089370441058,2.20661873659903,0.154056242277557,0.0397470447732057,22.2493221406588
